Interaction,Feynman Diagram,Amplitude,Squared Amplitude
s alpha (X)^(*) AntiPart s beta (X) to d gam (X) AntiPart d del (X)^(*),"Vertex V_1:d(X_3), AntiPart d(X_4),  OffShell G(V_1), Vertex V_0:s(X_1), AntiPart s(X_2),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_spi gamma_lor_spi + * * * d_col_idx_7_spi_pu_star d_col_idx_7_spi_pv_s_col_idx_6_spi_pu_s_idx_6_spi_pv_star * * * * NEG 3 d_col_idx_7_spi_pu_star d_col_idx_6_spi_pv_s_col_idx_7_spi_pu_s_idx_6_spi_pv_star + + mass_s_sq s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * 1/2 ^ 2 s_s * * 1/2 s_s * * 1/2 s_s * * 1/2 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop
s gam (X)^(*) AntiPart s del (X) to t eps (X) AntiPart t eta (X)^(*),"Vertex V_1:t(X_3), AntiPart t(X_4),  OffShell G(V_1), Vertex V_0:s(X_1), AntiPart s(X_2),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi b_spi_gamma_lor_spi + * * * s t_col_idx_idx_4 b_spi_pv_t_col_idx_4_spi_pu_star * * * * NEG 3 s t_col_idx_idx_5 b_spi_pv_t_col_idx_4_spi_pu_star + + mass_s_sq s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * 1/2 ^ 2 s_s * * 1/2 s_s * * 1/2 s_s * * 1/2 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop
s eps (X)^(*) AntiPart s eta (X) to c alpha (X) AntiPart c beta (X)^(*),"Vertex V_0:c(X_3), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell G(V_1),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * col Gdel_col_pv_col_idx_7_spi_pu_star s s_idx_7_del_col_pu * * * * NEG 1/3_col idx_4_del_col_pv_col_idx_4_spi_pu_star s s_idx_7_del_col_pu + + mass_s_sq s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * 1/2 ^ 2 s_s * * 1/2 s_s * * 1/2 s_s * * 1/2 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop
s gam (X)^(*) AntiPart s del (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:s(X_1), AntiPart s(X_2),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi b_spi_gamma_lor_spi + * * * col_idx_6_b_spi_pv_col_idx_7_spi_pu_star s s * * * * NEG 1/3_col idx_idx_7 b_spi_pv_col_idx_7_spi_pu_star s s + + mass_s_sq s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * 1/2 ^ 2 s_s * * 1/2 s_s * * 1/2 s_s * * 1/2 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop
s eps (X)^(*) AntiPart s eta (X) to b lambda (X) AntiPart c tau (X),"Vertex V_1:AntiPart s(X_2), s(X_1),  OffShell G(V_1), Vertex V_0:G(X_3), G(X_4),  OffShell G(V_0),",/ * g + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col_lor p_star_idx_6_col_col * * lor p_star s s * * NEG i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col_lor p_star_idx_6_col_col * * lor p_star s s * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s + + mass_s_sq s * 1/2 reg_prop,+ + + + + * * * NEG 16/27 ^ g_4 + * ^ 2 + ^ 2 * 1/2 s_s * s_s + ^ 2 * 1/2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2 / * * * 16/27 i ^ g_2 + + / * * * i ^ g_2 + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * i ^ g_2 + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ g_2 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop / * * * 16/27 i ^ g_2 + + + / * * * i ^ g_2 + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * i ^ g_2 + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * * NEG 3/8 i ^ g_2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 1/1024 i ^ g_2 + + * + * 128 ^ 2 * 64 s_s * + * 128 ^ 2 * 64 s_s * * NEG 64 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop / * * * NEG 32/27 i ^ g_2 + + + / * * * i ^ g_2 + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * i ^ g_2 + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * NEG i ^ g_2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * NEG 2 i ^ g_2 + + * ^ 2 + ^ 2 * 1/2 s_s * s_s + ^ 2 * 1/2 s_s * NEG s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop / * * * NEG 32/27 i ^ g_2 + + + + + / * * * i ^ g_2 + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * i ^ g_2 + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * * NEG 17/16 i ^ g_2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * NEG 1/256 i ^ g_2 + + * ^ 2 + * 128 ^ 2 * 64 s_s * s_s + * 128 ^ 2 * 64 s_s * * NEG 128 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 1/1024 i ^ g_2 + + * + * 128 ^ 2 * 64 s_s * + * 128 ^ 2 * 64 s_s * * NEG 64 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * NEG 2 i ^ g_2 + + * ^ 2 + ^ 2 * 1/2 s_s * s_s + ^ 2 * 1/2 s_s * NEG s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop / * * * 1/864 i ^ g_2 + + + + + / * * i ^ g_2 + * ^ 2 + * 128 ^ 2 * 64 s_s * s_s + * 128 ^ 2 * 64 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 512 i ^ g_2 + * ^ 2 + ^ 2 * 1/2 s_s * s_s + ^ 2 * 1/2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * * 32 i ^ g_2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * * 32 i ^ g_2 ^ 2 + s_s NEG s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 1/2 i ^ g_2 + * + * 128 ^ 2 * 64 s_s * + * 128 ^ 2 * 64 s_s + + ^ 2 s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + * + * 128 ^ 2 * 64 s_s * + * 128 ^ 2 * 64 s_s * * 32 ^ 2 + s_s NEG s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop
s eps (X)^(*) AntiPart s eta (X) to b lambda (X) AntiPart c tau (X),"Vertex V_0:AntiPart s(X_2), G(X_4), AntiPart  OffShell s(V_0), Vertex V_1:s(X_1), G(X_3),  OffShell s(V_1),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * NEG 1/2 p_lor gamma * * * * * lor_spi_spi gamma_lor_spi gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s + s * NEG 1/2 reg_prop,+ * * * * 16/27 ^ g_4 s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 32/27 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/2 i ^ g_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
s eps (X)^(*) AntiPart s eta (X) to b lambda (X) AntiPart c tau (X),"Vertex V_0:AntiPart s(X_2), G(X_3), AntiPart  OffShell s(V_0), Vertex V_1:s(X_1), G(X_4),  OffShell s(V_1),",/ * * i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s * * NEG 1/2 p_lor gamma * * * * * lor_spi_spi gamma_lor_spi gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star s s + s * NEG 1/2 reg_prop,+ * * * * 16/27 ^ g_4 s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 32/27 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ g_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
s alpha (X)^(*) t beta (X)^(*) to s gam (X) t del (X),"Vertex V_1:t(X_2), t(X_4),  OffShell G(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * s t_col_idx_5_spi_pu_star t_idx_5_del_col_pu * * * * NEG 3 s t_col_idx_7_spi_pu_star t_idx_5_del_col_pu + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
s alpha (X)^(*) AntiPart t eps (X) to s eta (X) AntiPart t alpha (X)^(*),"Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell G(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * s_idx_5_del_col_pu_s_col_idx_7_spi_pu_star t_idx_5_spi_pv_star t_col_idx_7_del_col_pv * * * * NEG 1/3 s Gdel_col_pu_s_col_idx_6_spi_pu_star t_idx_7_spi_pv_star t_col_idx_7_del_col_pv + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart s eps (X) t eta (X)^(*) to AntiPart s alpha (X)^(*) t beta (X),"Vertex V_1:t(X_2), t(X_4),  OffShell G(V_1), Vertex V_0:AntiPart s(X_1), AntiPart s(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi b_spi_gamma_lor_spi + * * * s t_col_idx_2_spi_pu_star t_idx_2 b_spi_pu * * * * NEG 3 s t_col_idx_3_spi_pu_star t_idx_2 b_spi_pu + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart s eps (X) AntiPart t eps (X) to AntiPart s eta (X)^(*) AntiPart t alpha (X)^(*),"Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell G(V_1), Vertex V_0:AntiPart s(X_1), AntiPart s(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * s s_idx_5_del_col_pv_t_idx_5_spi_pv_star * * * * NEG 3 s s_idx_7_del_col_pv_t_idx_5_spi_pv_star + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
s alpha (X)^(*) c beta (X)^(*) to s gam (X) c del (X),"Vertex V_0:c(X_2), c(X_4),  OffShell G(V_0), Vertex V_1:s(X_1), s(X_3),  OffShell G(V_1),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * col_idx_7_spi_pu_star Gdel_col_pu_s_col_idx_6_spi_pu_star s * * * * NEG 1/3_col idx_7_spi_pu_star_idx_7_del_col_pu_s_col_idx_7_spi_pu_star s + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
s alpha (X)^(*) AntiPart c eps (X) to s eta (X) AntiPart c alpha (X)^(*),"Vertex V_0:AntiPart c(X_2), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:s(X_1), s(X_3),  OffShell G(V_1),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * col_idx_7_del_col_pv_idx_7_spi_pv_star s Gdel_col_pu_s_col_idx_6_spi_pu_star * * * * NEG 3_col Gdel_col_pv_idx_7_spi_pv_star s_idx_7_del_col_pu_s_col_idx_6_spi_pu_star + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart s eps (X) c eta (X)^(*) to AntiPart s alpha (X)^(*) c beta (X),"Vertex V_0:c(X_2), c(X_4),  OffShell G(V_0), Vertex V_1:AntiPart s(X_1), AntiPart s(X_3),  OffShell G(V_1),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * col_idx_7_spi_pu_star Gdel_col_pu_s_col_idx_6_spi_pv_star s * * * * NEG 1/3_col idx_5_spi_pu_star_idx_5_del_col_pu_s_col_idx_7_spi_pv_star s + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
AntiPart s eps (X) AntiPart c eps (X) to AntiPart s eta (X)^(*) AntiPart c alpha (X)^(*),"Vertex V_0:AntiPart c(X_2), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:AntiPart s(X_1), AntiPart s(X_3),  OffShell G(V_1),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * idx_5_spi_pv_star_col_idx_5_del_col_pv_s_col_idx_6_spi_pv_s_col_idx_6_spi_pv_star * * * * NEG 3 idx_7_spi_pv_star_col Gdel_col_pv_s_col_idx_7_spi_pv_s_col_idx_6_spi_pv_star + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
s alpha (X)^(*) b beta (X)^(*) to s gam (X) b del (X),"Vertex V_1:b(X_2), b(X_4),  OffShell G(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * idx_7_del_col_pu_col_idx_7_spi_pu_star s * * * * NEG 3 Gdel_col_pu_col_idx_7_spi_pu_star s + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop
